session_id,search_id,search_time,session_starting_time,booking_id
133,855,0,0,0.0
133,505,0,0,164.0
133,898,0,0,0.0
133,273,0,0,0.0
133,510,0,0,0.0
99,650,2019-07-29 11:52:03.438000,2019-07-29 11:06:26,0.0
254,1183,2019-07-29 20:24:27.608000,0,0.0
99,716,2019-07-29 11:33:30.677000,2019-07-29 11:06:26,0.0
254,1138,2019-07-29 20:26:56.500000,0,0.0
99,723,2019-07-29 11:55:23.704000,2019-07-29 11:06:26,0.0
99,684,2019-07-29 11:44:54.457000,2019-07-29 11:06:26,0.0
99,402,2019-07-29 11:51:38.286000,2019-07-29 11:06:26,0.0
99,736,2019-07-29 11:52:13.152000,2019-07-29 11:06:26,0.0
99,850,2019-07-29 11:06:52.475000,2019-07-29 11:06:26,229.0
254,1082,2019-07-29 20:23:49.215000,0,0.0
254,1071,2019-07-29 20:26:57.659000,0,216.0
66,1125,2019-10-10 19:46:16.950000,0,141.0
185,1048,2020-02-07 10:50:27.957000,0,272.0
310,953,2020-02-07 17:52:33.192000,0,173.0
62,1087,2020-02-07 17:26:38.709000,0,0.0
38,964,2020-02-07 10:24:22.073000,0,196.0
38,1042,2020-02-07 10:28:27.263000,0,0.0
38,964,2020-02-07 10:24:22.073000,0,196.0
62,1007,2020-02-07 17:25:52.785000,0,0.0
62,1242,2020-02-07 17:24:48.479000,0,0.0
62,1164,2020-02-07 17:34:37.180000,0,45.0
312,546,0,2020-08-11 16:02:20,222.0
312,806,0,2020-08-11 16:02:20,0.0
106,548,2019-10-17 21:15:03.772000,2019-10-17 21:13:56,200.0
106,598,2019-10-17 21:14:02.665000,2019-10-17 21:13:56,0.0
125,1075,2019-10-17 14:18:41.435000,0,0.0
125,1064,2019-10-17 14:19:48.501000,0,150.0
204,698,2019-12-30 05:46:54.615000,0,244.0
240,1101,2020-02-06 16:34:57.170000,0,79.0
191,1118,2020-02-06 13:49:20.546000,2020-02-06 13:49:00,76.0
77,875,2019-11-20 16:47:44.566000,0,117.0
231,400,2020-02-05 16:34:22.086000,0,0.0
231,542,2020-02-05 16:34:36.752000,0,0.0
231,844,2020-02-05 17:08:14.694000,0,0.0
231,556,2020-02-05 16:00:33.180000,0,28.0
231,439,2020-02-05 16:10:42.982000,0,82.0
231,470,2020-02-05 16:10:41.545000,0,0.0
231,781,2020-02-05 16:08:57.430000,0,0.0
231,512,2020-02-05 16:10:42.881000,0,0.0
231,249,2020-02-05 16:38:15.699000,0,0.0
231,362,2020-02-05 16:38:24.133000,0,0.0
1,959,2020-03-10 11:14:50.664000,2020-03-10 11:13:58,29.0
143,356,0,2021-08-29 18:04:02,0.0
143,758,0,2021-08-29 18:04:02,0.0
143,514,0,2021-08-29 18:04:02,78.0
143,690,0,2021-08-29 18:04:02,0.0
143,631,0,2021-08-29 18:04:02,0.0
143,787,0,2021-08-29 18:04:02,0.0
143,482,0,2021-08-29 18:04:02,0.0
161,1147,2020-02-04 18:37:12.045000,2020-02-04 18:36:27,250.0
161,1120,2020-02-04 19:43:33.961000,2020-02-04 18:36:27,0.0
161,1000,2020-02-04 19:13:03.944000,2020-02-04 18:36:27,0.0
161,1025,2020-02-04 19:12:28.017000,2020-02-04 18:36:27,0.0
135,990,2020-03-18 16:54:16.961000,2020-03-18 16:53:55,0.0
135,1199,2020-03-18 16:55:11.495000,2020-03-18 16:53:55,0.0
135,1013,2020-03-18 16:57:12.783000,2020-03-18 16:53:55,0.0
141,669,0,2020-07-01 21:37:14,0.0
141,527,0,2020-07-01 21:37:14,0.0
141,417,0,2020-07-01 21:37:14,0.0
141,592,0,2020-07-01 21:37:14,0.0
141,422,0,2020-07-01 21:37:14,275.0
135,1063,2020-03-18 16:57:32.224000,2020-03-18 16:53:55,0.0
135,966,2020-03-18 16:55:30.677000,2020-03-18 16:53:55,0.0
135,987,2020-03-18 16:56:31.782000,2020-03-18 16:53:55,0.0
135,992,2020-03-18 16:57:02.150000,2020-03-18 16:53:55,0.0
135,1090,2020-03-18 16:54:30.697000,2020-03-18 16:53:55,0.0
135,1197,2020-03-18 16:57:45.171000,2020-03-18 16:53:55,227.0
135,1197,2020-03-18 16:57:45.171000,2020-03-18 16:53:55,0.0
141,246,0,2020-07-01 21:37:14,0.0
141,633,0,2020-07-01 21:37:14,0.0
141,315,0,2020-07-01 21:37:14,0.0
141,389,0,2020-07-01 21:37:14,0.0
141,685,0,2020-07-01 21:37:14,0.0
141,190,0,2020-07-01 21:37:14,0.0
141,816,0,2020-07-01 21:37:14,0.0
141,283,0,2020-07-01 21:37:14,0.0
141,838,0,2020-07-01 21:37:14,0.0
141,201,0,2020-07-01 21:37:14,0.0
141,467,0,2020-07-01 21:37:14,0.0
141,762,0,2020-07-01 21:37:14,0.0
141,390,0,2020-07-01 21:37:14,0.0
141,697,0,2020-07-01 21:37:14,0.0
141,422,0,2020-07-01 21:37:14,0.0
248,225,0,2021-10-02 23:11:25,167.0
23,225,0,2021-10-02 23:11:25,167.0
211,1134,2019-08-31 07:27:51.827000,0,0.0
211,1089,2019-08-31 07:27:59.563000,0,271.0
8,1250,2019-06-14 19:05:02.425000,0,249.0
184,935,2020-02-09 16:53:53.722000,0,89.0
279,877,2020-02-09 16:48:22.369000,0,296.0
306,405,2020-02-09 16:51:30.749000,0,202.0
71,1149,0,2021-11-11 20:14:20,0.0
71,1233,0,2021-11-11 20:14:20,0.0
71,977,0,2021-11-11 20:14:20,332.0
71,977,0,2021-11-11 20:14:20,0.0
90,1193,2020-03-16 08:25:42.057000,0,0.0
90,1016,2020-03-16 08:25:44.256000,0,0.0
90,1159,2020-03-16 08:13:51.872000,0,0.0
90,965,2020-03-16 08:25:44.349000,0,270.0
56,1043,2020-03-16 22:24:50.469000,2020-03-16 22:22:27,0.0
56,1084,2020-03-16 22:25:17.634000,2020-03-16 22:22:27,0.0
56,1232,2020-03-16 22:22:45.747000,2020-03-16 22:22:27,0.0
56,555,2020-03-16 23:44:39.576000,2020-03-16 22:22:27,258.0
56,993,2020-03-16 22:56:28.096000,2020-03-16 22:22:27,0.0
56,1238,2020-03-16 22:23:44.603000,2020-03-16 22:22:27,0.0
56,1206,2020-03-16 22:36:57.200000,2020-03-16 22:22:27,0.0
56,555,2020-03-16 23:44:39.576000,2020-03-16 22:22:27,0.0
56,993,2020-03-16 22:56:28.096000,2020-03-16 22:22:27,0.0
90,965,2020-03-16 08:25:44.349000,0,270.0
328,1074,2020-02-08 18:11:16.635000,0,43.0
269,520,0,2022-06-29 09:04:45,0.0
245,915,0,2022-06-29 10:41:59,0.0
269,521,0,2022-06-29 09:04:45,68.0
245,438,0,2022-06-29 10:41:59,0.0
245,757,0,2022-06-29 10:41:59,0.0
245,791,0,2022-06-29 10:41:59,0.0
269,429,0,2022-06-29 09:04:45,0.0
245,783,0,2022-06-29 10:41:59,252.0
269,802,0,2022-06-29 09:04:45,0.0
269,929,0,2022-06-29 09:04:45,0.0
269,737,0,2022-06-29 09:04:45,0.0
269,369,0,2022-06-29 09:04:45,0.0
282,862,0,0,0.0
282,604,0,0,0.0
140,1021,0,0,0.0
140,1124,0,0,0.0
140,1116,0,0,0.0
140,1012,0,0,0.0
282,862,0,0,331.0
140,1114,0,0,0.0
140,996,0,0,181.0
140,972,0,0,0.0
140,1182,0,0,0.0
140,985,0,0,0.0
140,1211,0,0,0.0
140,1130,0,0,0.0
140,1019,0,0,0.0
140,1015,0,0,0.0
140,1123,0,0,0.0
140,1213,0,0,0.0
140,1114,0,0,0.0
313,332,0,2021-10-08 11:30:13,11.0
267,475,0,2021-11-15 19:21:11,0.0
112,930,0,0,0.0
112,354,0,0,0.0
112,923,0,0,0.0
112,574,0,0,0.0
112,699,0,0,0.0
112,727,0,0,0.0
112,469,0,0,0.0
112,351,0,0,0.0
112,463,0,0,0.0
112,804,0,0,0.0
112,318,0,0,188.0
267,426,0,2021-11-15 19:21:11,0.0
112,204,0,0,0.0
112,907,0,0,0.0
112,847,0,0,0.0
112,673,0,0,0.0
112,772,0,0,0.0
112,561,0,0,0.0
112,517,0,0,0.0
112,805,0,0,0.0
112,446,0,0,0.0
267,605,0,2021-11-15 19:21:11,259.0
112,678,0,0,0.0
112,430,0,0,0.0
112,886,0,0,0.0
112,491,0,0,0.0
112,629,0,0,0.0
112,500,0,0,0.0
112,798,0,0,0.0
112,610,0,0,0.0
112,807,0,0,0.0
112,721,0,0,0.0
267,550,0,2021-11-15 19:21:11,0.0
267,822,0,2021-11-15 19:21:11,0.0
267,496,0,2021-11-15 19:21:11,0.0
162,848,0,2020-08-18 19:01:10,207.0
162,848,0,2020-08-18 19:01:10,207.0
249,1079,2019-07-25 09:53:40.341000,2019-07-25 09:23:49,233.0
249,967,2019-07-25 09:25:13.955000,2019-07-25 09:23:49,0.0
249,967,2019-07-25 09:25:13.955000,2019-07-25 09:23:49,0.0
230,719,0,2020-09-24 06:46:29,0.0
249,1204,2019-07-25 09:24:26.203000,2019-07-25 09:23:49,0.0
75,203,2019-07-25 19:39:40.210000,0,93.0
230,728,0,2020-09-24 06:46:29,0.0
230,728,0,2020-09-24 06:46:29,35.0
190,215,2020-03-19 01:25:22.092000,0,284.0
190,269,2020-03-19 01:24:02.455000,0,0.0
190,712,2020-03-19 01:38:12.743000,0,0.0
190,741,2020-03-19 01:24:53.535000,0,0.0
190,348,2020-03-19 01:39:57.839000,0,0.0
250,579,2020-03-19 09:09:38.901000,0,26.0
190,652,2020-03-19 01:42:54.753000,0,0.0
190,215,2020-03-19 01:25:22.092000,0,284.0
150,1295,2018-12-18 22:46:03.021000,2018-12-18 22:45:56,0.0
150,66,2018-12-18 22:55:38.780000,2018-12-18 22:45:56,0.0
150,1339,2018-12-18 22:59:26.121000,2018-12-18 22:45:56,0.0
150,1317,2018-12-18 22:53:39.415000,2018-12-18 22:45:56,0.0
150,156,2018-12-18 22:59:43.764000,2018-12-18 22:45:56,120.0
120,1096,0,0,0.0
120,962,0,0,0.0
150,1306,2018-12-18 22:52:37.654000,2018-12-18 22:45:56,0.0
120,1180,0,0,155.0
