session_id,search_id,search_time,session_starting_time,booking_id
329,209,2019-11-14 22:21:43.197000,0,55.0
329,914,2019-11-14 21:15:28.527000,0,0.0
108,1239,2019-11-16 18:51:19.731000,2019-11-16 18:51:17,6.0
329,911,2019-11-14 21:33:21.007000,0,0.0
329,355,2019-11-14 21:52:49.028000,0,0.0
329,639,2019-11-14 21:16:41.725000,0,0.0
325,997,2019-12-21 15:13:15.583000,2019-12-21 15:13:12,281.0
329,746,2019-11-14 22:25:08.675000,0,0.0
329,752,2019-11-14 21:44:39.286000,0,0.0
329,355,2019-11-14 21:52:49.028000,0,0.0
329,355,2019-11-14 21:52:49.028000,0,0.0
329,676,2019-11-14 22:07:49.298000,0,0.0
329,189,2019-11-14 22:18:25.404000,0,0.0
329,934,2019-11-14 22:08:35.549000,0,0.0
142,653,2019-12-22 08:53:49.757000,2019-12-22 08:34:33,0.0
142,328,2019-12-22 08:34:35.986000,2019-12-22 08:34:33,88.0
137,667,2020-02-03 15:07:38.755000,0,0.0
169,968,2020-02-03 12:35:39.394000,2020-02-03 12:32:25,0.0
137,544,2020-02-03 15:08:11.648000,0,0.0
137,715,2020-02-03 14:34:04.484000,0,30.0
169,1058,2020-02-03 12:32:34.742000,2020-02-03 12:32:25,0.0
193,1117,2020-02-03 13:43:25.182000,0,151.0
137,715,2020-02-03 14:34:04.484000,0,30.0
137,289,2020-02-03 15:04:33.032000,0,0.0
169,1122,2020-02-03 12:32:26.548000,2020-02-03 12:32:25,0.0
193,1229,2020-02-03 13:54:47.278000,0,0.0
169,1081,2020-02-03 12:38:45.527000,2020-02-03 12:32:25,209.0
137,718,2020-02-03 14:58:56.999000,0,0.0
133,379,0,0,0.0
133,288,0,0,0.0
133,575,0,0,0.0
133,235,0,0,0.0
